t,true_x,true_y,true_yaw,gps_x,gps_y,est_x,est_y,est_yaw
3.32,3.32,0,0,3.38719,0.0138021,3.27528,-0.0268537,-0.026315
3.33,3.33,0,0,3.37341,0.00422817,3.28488,-0.0271062,-0.0263949
3.34,3.34,0,0,3.32142,0.00939357,3.29447,-0.0273596,-0.0263749
3.35,3.35,0,0,3.41328,0.023538,3.30408,-0.0276129,-0.0264828
3.36,3.36,0,0,3.35591,-0.048535,3.31368,-0.0278674,-0.0263981
3.37,3.37,0,0,3.36163,0.0308311,3.32328,-0.0281208,-0.0263298
3.38,3.38,0,0,3.33568,0.00773283,3.33289,-0.0283738,-0.0262975
3.39,3.39,0,0,3.3859,0.0326951,3.3425,-0.0286267,-0.0263787
3.4,3.4,0,0,3.35305,-0.0065158,3.35274,-0.0139488,-0.0128985
3.41,3.41,0,0,3.41679,0.0128237,3.36236,-0.0140728,-0.0128777
3.42,3.42,0,0,3.39389,-0.00641136,3.37196,-0.0141965,-0.0127804
3.43,3.43,0,0,3.43569,0.0270483,3.38158,-0.0143194,-0.0126177
3.44,3.44,0,0,3.44623,0.0317982,3.39119,-0.0144407,-0.0127204
3.45,3.45,0,0,3.47214,0.00332668,3.40081,-0.014563,-0.0126729
3.46,3.46,0,0,3.45494,0.00598464,3.41042,-0.0146848,-0.0127313
3.47,3.47,0,0,3.46444,-0.0522321,3.42003,-0.0148072,-0.0127136
3.48,3.48,0,0,3.45011,-0.0018463,3.42965,-0.0149295,-0.0127434
3.49,3.49,0,0,3.53865,-0.0186488,3.43927,-0.0150521,-0.0128744
3.5,3.5,0,0,3.51944,0.0226756,3.49611,0.0100829,0.0101184
3.51,3.51,0,0,3.58402,-0.0297707,3.50617,0.0101847,0.0100853
3.52,3.52,0,0,3.52895,-0.0190472,3.51623,0.0102862,0.0102346
3.53,3.53,0,0,3.50423,0.0358601,3.52629,0.0103892,0.0103172
3.54,3.54,0,0,3.53673,-0.0146579,3.53636,0.0104931,0.0103556
3.55,3.55,0,0,3.52711,0.00407262,3.54642,0.0105973,0.0102869
3.56,3.56,0,0,3.52381,-0.0384081,3.55648,0.0107008,0.01016
3.57,3.57,0,0,3.62647,0.0235894,3.56655,0.0108031,0.0103545
3.58,3.58,0,0,3.59114,0.0345972,3.57662,0.0109073,0.0105516
3.59,3.59,0,0,3.5714,0.0722213,3.58669,0.0110136,0.0105686
3.6,3.6,0,0,3.60563,-0.0478115,3.6027,-0.0283142,-0.0252908
3.61,3.61,0,0,3.62987,-0.0259868,3.61284,-0.0285707,-0.0252553
3.62,3.62,0,0,3.6471,0.00181826,3.62297,-0.0288268,-0.0251656
3.63,3.63,0,0,3.60884,0.00186947,3.63312,-0.0290822,-0.0252533
3.64,3.64,0,0,3.58933,-0.0215796,3.64327,-0.0293385,-0.0251727
3.65,3.65,0,0,3.65845,0.0470502,3.65342,-0.0295941,-0.0251496
3.66,3.66,0,0,3.68861,-0.00134294,3.66358,-0.0298497,-0.0251282
3.67,3.67,0,0,3.7185,-0.0329611,3.67375,-0.0301051,-0.0251061
3.68,3.68,0,0,3.68093,0.0187057,3.68388,-0.0303597,-0.0251081
3.69,3.69,0,0,3.6649,0.0474968,3.69401,-0.030614,-0.0249751
3.7,3.7,0,0,3.69277,-0.0463695,3.69653,-0.0412543,-0.0345163
3.71,3.71,0,0,3.69353,0.0380904,3.70659,-0.0416018,-0.0344799
3.72,3.72,0,0,3.70177,0.0228231,3.71666,-0.041949,-0.0346105
3.73,3.73,0,0,3.7977,-0.0092227,3.72675,-0.0422986,-0.0347567
3.74,3.74,0,0,3.68479,0.0483051,3.73686,-0.04265,-0.0349011
3.75,3.75,0,0,3.80051,-0.0158136,3.74695,-0.0430024,-0.03483
3.76,3.76,0,0,3.75346,-0.0333196,3.75706,-0.0433545,-0.0348753
3.77,3.77,0,0,3.7442,-0.0309004,3.76715,-0.0437064,-0.0348525
3.78,3.78,0,0,3.80031,-0.0109609,3.77722,-0.0440577,-0.0347125
3.79,3.79,0,0,3.82176,-0.0144113,3.7873,-0.0444077,-0.0346366
3.8,3.8,0,0,3.85008,0.0730323,3.83265,0.0341658,0.0386586
3.81,3.81,0,0,3.79254,-0.0176412,3.84304,0.0345677,0.038577
3.82,3.82,0,0,3.84436,0.0401349,3.85343,0.0349686,0.038483
3.83,3.83,0,0,3.81288,0.0220265,3.86382,0.0353687,0.0385088
3.84,3.84,0,0,3.84762,0.047068,3.8742,0.0357686,0.0384641
3.85,3.85,0,0,3.79755,0.00399281,3.88459,0.0361685,0.0384144
3.86,3.86,0,0,3.83227,0.00990501,3.89499,0.0365681,0.0384027
3.87,3.87,0,0,3.86854,0.0134584,3.90537,0.0369671,0.0384599
3.88,3.88,0,0,3.86895,-0.0137919,3.91575,0.0373666,0.0385571
3.89,3.89,0,0,3.86872,0.0562852,3.92614,0.0377671,0.0385156
3.9,3.9,0,0,3.92382,-0.00660764,3.92803,0.00811662,0.0104411
3.91,3.91,0,0,3.91395,-0.0269658,3.93836,0.00822454,0.010481
3.92,3.92,0,0,3.86665,-0.0196484,3.94872,0.0083331,0.0106774
3.93,3.93,0,0,3.96162,0.0448075,3.95908,0.0084437,0.0107039
3.94,3.94,0,0,3.95278,-0.00549574,3.96943,0.00855447,0.0107071
3.95,3.95,0,0,3.94836,-0.00719697,3.97977,0.00866523,0.0106685
3.96,3.96,0,0,3.96794,0.0284436,3.99011,0.00877556,0.0107412
3.97,3.97,0,0,3.95469,0.00635249,4.00045,0.0088866,0.0106809
3.98,3.98,0,0,4.00014,0.0198427,4.01078,0.00899694,0.0107147
3.99,3.99,0,0,3.99339,-0.0281798,4.02111,0.00910766,0.0107101
4,4,0,0,4.00289,-0.0433167,4.01234,-0.026043,-0.0218207
4.01,4.01,0,0,0,0,4.02252,-0.0262651,-0.0218094
4.02,4.02,0,0,0,0,4.03268,-0.0264869,-0.0217643
4.03,4.03,0,0,0,0,4.04287,-0.0267085,-0.0218253
4.04,4.04,0,0,0,0,4.05307,-0.0269313,-0.0217465
4.05,4.05,0,0,0,0,4.06325,-0.0271528,-0.0215297
4.06,4.06,0,0,0,0,4.07342,-0.0273717,-0.0215078
4.07,4.07,0,0,0,0,4.08357,-0.0275901,-0.0214532
4.08,4.08,0,0,0,0,4.09372,-0.0278078,-0.0214621
4.09,4.09,0,0,0,0,4.10387,-0.0280255,-0.0213831
4.1,4.1,0,0,0,0,4.114,-0.0282423,-0.0213051
4.11,4.11,0,0,0,0,4.12413,-0.028458,-0.0211776
4.12,4.12,0,0,0,0,4.13425,-0.0286725,-0.0210323
4.13,4.13,0,0,0,0,4.14439,-0.0288857,-0.0209196
4.14,4.14,0,0,0,0,4.15451,-0.0290975,-0.0210994
4.15,4.15,0,0,0,0,4.16462,-0.0293108,-0.0209652
4.16,4.16,0,0,0,0,4.17472,-0.0295226,-0.0211997
4.17,4.17,0,0,0,0,4.18483,-0.0297369,-0.0214429
4.18,4.18,0,0,0,0,4.19492,-0.0299533,-0.021472
4.19,4.19,0,0,0,0,4.205,-0.0301698,-0.0213298
4.2,4.2,0,0,0,0,4.21509,-0.0303849,-0.0211958
4.21,4.21,0,0,0,0,4.22516,-0.0305986,-0.0210492
4.22,4.22,0,0,0,0,4.23523,-0.0308105,-0.0209996
4.23,4.23,0,0,0,0,4.24529,-0.0310217,-0.0209941
4.24,4.24,0,0,0,0,4.25535,-0.0312331,-0.0210023
4.25,4.25,0,0,0,0,4.26543,-0.0314446,-0.0208998
4.26,4.26,0,0,0,0,4.2755,-0.0316551,-0.020814
4.27,4.27,0,0,0,0,4.28556,-0.0318647,-0.0207901
4.28,4.28,0,0,0,0,4.29563,-0.0320741,-0.0208382
4.29,4.29,0,0,0,0,4.30569,-0.0322836,-0.0209067
4.3,4.3,0,0,0,0,4.31574,-0.0324937,-0.0207948
4.31,4.31,0,0,0,0,4.32578,-0.0327026,-0.0207059
4.32,4.32,0,0,0,0,4.3358,-0.0329101,-0.0208048
4.33,4.33,0,0,0,0,4.34579,-0.033118,-0.0208374
4.34,4.34,0,0,0,0,4.35579,-0.0333264,-0.0208119
4.35,4.35,0,0,0,0,4.36579,-0.0335344,-0.0209825
4.36,4.36,0,0,0,0,4.37578,-0.0337441,-0.0210626
4.37,4.37,0,0,0,0,4.38576,-0.0339545,-0.0211565
4.38,4.38,0,0,0,0,4.39574,-0.0341655,-0.0212715
4.39,4.39,0,0,0,0,4.40571,-0.0343777,-0.0212402
4.4,4.4,0,0,0,0,4.41567,-0.0345893,-0.0210587
4.41,4.41,0,0,0,0,4.42564,-0.0347992,-0.0212445
4.42,4.42,0,0,0,0,4.43561,-0.035011,-0.0212042
4.43,4.43,0,0,0,0,4.44558,-0.0352224,-0.0211985
4.44,4.44,0,0,0,0,4.45555,-0.0354338,-0.0210774
4.45,4.45,0,0,0,0,4.46553,-0.0356441,-0.0209795
4.46,4.46,0,0,0,0,4.47551,-0.0358536,-0.0210623
4.47,4.47,0,0,0,0,4.4855,-0.036064,-0.0209683
4.48,4.48,0,0,0,0,4.49549,-0.0362735,-0.020984
4.49,4.49,0,0,0,0,4.50548,-0.0364833,-0.0209697
4.5,4.5,0,0,0,0,4.51548,-0.0366929,-0.0209821
4.51,4.51,0,0,0,0,4.52547,-0.0369027,-0.0210341
4.52,4.52,0,0,0,0,4.53547,-0.0371129,-0.0209101
4.53,4.53,0,0,0,0,4.54547,-0.037322,-0.0209029
4.54,4.54,0,0,0,0,4.55546,-0.0375309,-0.0209255
4.55,4.55,0,0,0,0,4.56544,-0.0377398,-0.0210586
4.56,4.56,0,0,0,0,4.57542,-0.0379499,-0.0209872
4.57,4.57,0,0,0,0,4.58541,-0.0381596,-0.0211196
4.58,4.58,0,0,0,0,4.59541,-0.0383709,-0.0213346
4.59,4.59,0,0,0,0,4.60543,-0.0385846,-0.021251
4.6,4.6,0,0,0,0,4.61542,-0.0387971,-0.0211125
4.61,4.61,0,0,0,0,4.62543,-0.0390083,-0.0212517
4.62,4.62,0,0,0,0,4.63543,-0.0392209,-0.0211284
4.63,4.63,0,0,0,0,4.64545,-0.0394326,-0.0211859
4.64,4.64,0,0,0,0,4.65547,-0.0396449,-0.0213024
4.65,4.65,0,0,0,0,4.66551,-0.0398588,-0.0211531
4.66,4.66,0,0,0,0,4.67555,-0.0400713,-0.021153
4.67,4.67,0,0,0,0,4.68562,-0.0402842,-0.0210959
4.68,4.68,0,0,0,0,4.69569,-0.0404968,-0.0210797
4.69,4.69,0,0,0,0,4.70578,-0.0407094,-0.0210257
4.7,4.7,0,0,0,0,4.71587,-0.0409216,-0.0209383
4.71,4.71,0,0,0,0,4.72594,-0.0411325,-0.020959
4.72,4.72,0,0,0,0,4.73602,-0.0413437,-0.0208429
4.73,4.73,0,0,0,0,4.74608,-0.0415534,-0.0208697
4.74,4.74,0,0,0,0,4.75615,-0.0417638,-0.0209365
4.75,4.75,0,0,0,0,4.76624,-0.0419749,-0.0208418
4.76,4.76,0,0,0,0,4.77632,-0.042185,-0.0208546
4.77,4.77,0,0,0,0,4.7864,-0.0423953,-0.0208545
4.78,4.78,0,0,0,0,4.79648,-0.0426054,-0.0209005
4.79,4.79,0,0,0,0,4.80654,-0.0428159,-0.0209332
4.8,4.8,0,0,0,0,4.81661,-0.0430266,-0.0208599
4.81,4.81,0,0,0,0,4.82668,-0.0432367,-0.0209144
4.82,4.82,0,0,0,0,4.83674,-0.0434472,-0.0210146
4.83,4.83,0,0,0,0,4.8468,-0.0436585,-0.0211472
4.84,4.84,0,0,0,0,4.85682,-0.0438705,-0.0212744
4.85,4.85,0,0,0,0,4.86685,-0.0440839,-0.021272
4.86,4.86,0,0,0,0,4.87688,-0.0442972,-0.0211576
4.87,4.87,0,0,0,0,4.8869,-0.0445094,-0.021197
4.88,4.88,0,0,0,0,4.89692,-0.0447218,-0.0210597
4.89,4.89,0,0,0,0,4.90694,-0.0449328,-0.0211747
4.9,4.9,0,0,0,0,4.91696,-0.045145,-0.0210916
4.91,4.91,0,0,0,0,4.92698,-0.0453563,-0.021058
4.92,4.92,0,0,0,0,4.93701,-0.0455675,-0.0209705
4.93,4.93,0,0,0,0,4.94704,-0.045778,-0.0210657
4.94,4.94,0,0,0,0,4.95709,-0.0459897,-0.0211009
4.95,4.95,0,0,0,0,4.96715,-0.0462019,-0.0209256
4.96,4.96,0,0,0,0,4.9772,-0.0464122,-0.0208779
4.97,4.97,0,0,0,0,4.98726,-0.0466224,-0.0209657
4.98,4.98,0,0,0,0,4.99734,-0.0468337,-0.0209266
4.99,4.99,0,0,0,0,5.00741,-0.0470445,-0.0209173
5,5,0,0,0,0,5.01748,-0.0472551,-0.0209551
5.01,5,0,0.00523599,0,0,5.01764,-0.0472584,-0.0158379
5.02,5,0,0.010472,0,0,5.01779,-0.0472608,-0.010711
5.03,5,0,0.015708,0,0,5.01795,-0.0472625,-0.00547146
5.04,5,0,0.020944,0,0,5.01812,-0.0472634,-0.000296739
5.05,5,0,0.0261799,0,0,5.01828,-0.0472635,0.00484231
5.06,5,0,0.0314159,0,0,5.01844,-0.0472627,0.0101495
5.07,5,0,0.0366519,0,0,5.01856,-0.0472614,0.0155968
5.08,5,0,0.0418879,0,0,5.0187,-0.0472592,0.0209765
5.09,5,0,0.0471239,0,0,5.01885,-0.0472562,0.0261559
5.1,5,0,0.0523599,0,0,5.01899,-0.0472525,0.0315381
5.11,5,0,0.0575959,0,0,5.01913,-0.0472481,0.0368878
5.12,5,0,0.0628319,0,0,5.01927,-0.0472428,0.0421162
5.13,5,0,0.0680678,0,0,5.01942,-0.0472367,0.0474492
5.14,5,0,0.0733038,0,0,5.01957,-0.0472293,0.0526451
5.15,5,0,0.0785398,0,0,5.01973,-0.0472209,0.0580609
5.16,5,0,0.0837758,0,0,5.01991,-0.0472107,0.0633688
5.17,5,0,0.0890118,0,0,5.02008,-0.0471997,0.0685724
5.18,5,0,0.0942478,0,0,5.02024,-0.0471887,0.0738533
5.19,5,0,0.0994838,0,0,5.02041,-0.0471764,0.0791266
5.2,5,0,0.10472,0,0,5.02058,-0.0471625,0.0845351
5.21,5,0,0.109956,0,0,5.02076,-0.0471474,0.0898101
5.22,5,0,0.115192,0,0,5.02096,-0.0471296,0.0950392
5.23,5,0,0.120428,0,0,5.02115,-0.0471111,0.1005
5.24,5,0,0.125664,0,0,5.02133,-0.0470929,0.105839
5.25,5,0,0.1309,0,0,5.02151,-0.0470743,0.110893
5.26,5,0,0.136136,0,0,5.02169,-0.0470538,0.116308
5.27,5,0,0.141372,0,0,5.02188,-0.0470321,0.121425
5.28,5,0,0.146608,0,0,5.02206,-0.0470096,0.126749
5.29,5,0,0.151844,0,0,5.02224,-0.0469871,0.131994
5.3,5,0,0.15708,0,0,5.0224,-0.046965,0.137128
5.31,5,0,0.162316,0,0,5.02256,-0.0469435,0.142442
5.32,5,0,0.167552,0,0,5.02272,-0.0469209,0.147954
5.33,5,0,0.172788,0,0,5.02287,-0.0468982,0.153009
5.34,5,0,0.178024,0,0,5.02301,-0.046876,0.158075
5.35,5,0,0.18326,0,0,5.02315,-0.0468535,0.163253
5.36,5,0,0.188496,0,0,5.02328,-0.0468326,0.168492
5.37,5,0,0.193732,0,0,5.0234,-0.0468126,0.173846
5.38,5,0,0.198968,0,0,5.02352,-0.0467915,0.179177
5.39,5,0,0.204204,0,0,5.02363,-0.0467708,0.1844
5.4,5,0,0.20944,0,0,5.02375,-0.0467481,0.18956
5.41,5,0,0.214675,0,0,5.02387,-0.0467261,0.19492
5.42,5,0,0.219911,0,0,5.024,-0.0467003,0.200134
5.43,5,0,0.225147,0,0,5.02413,-0.0466733,0.205418
5.44,5,0,0.230383,0,0,5.02427,-0.0466449,0.210602
5.45,5,0,0.235619,0,0,5.02439,-0.0466195,0.215998
5.46,5,0,0.240855,0,0,5.0245,-0.0465953,0.221276
5.47,5,0,0.246091,0,0,5.0246,-0.0465721,0.226701
5.48,5,0,0.251327,0,0,5.0247,-0.0465487,0.231931
5.49,5,0,0.256563,0,0,5.0248,-0.0465252,0.237126
5.5,5,0,0.261799,0,0,5.0249,-0.0465004,0.242363
5.51,5,0,0.267035,0,0,5.02502,-0.0464726,0.247655
5.52,5,0,0.272271,0,0,5.02514,-0.0464424,0.252994
5.53,5,0,0.277507,0,0,5.02527,-0.0464082,0.258218
5.54,5,0,0.282743,0,0,5.02539,-0.0463771,0.26349
5.55,5,0,0.287979,0,0,5.02551,-0.0463442,0.268671
5.56,5,0,0.293215,0,0,5.02563,-0.0463119,0.273973
5.57,5,0,0.298451,0,0,5.02575,-0.0462782,0.279203
5.58,5,0,0.303687,0,0,5.02585,-0.0462473,0.28449
5.59,5,0,0.308923,0,0,5.02597,-0.0462137,0.289818
5.6,5,0,0.314159,0,0,5.02608,-0.0461798,0.295
5.61,5,0,0.319395,0,0,5.02618,-0.0461484,0.300175
5.62,5,0,0.324631,0,0,5.02629,-0.0461147,0.305413
5.63,5,0,0.329867,0,0,5.0264,-0.0460802,0.310512
5.64,5,0,0.335103,0,0,5.02652,-0.0460427,0.315664
5.65,5,0,0.340339,0,0,5.02665,-0.0459996,0.320888
5.66,5,0,0.345575,0,0,5.02678,-0.0459585,0.326079
5.67,5,0,0.350811,0,0,5.0269,-0.0459179,0.331285
5.68,5,0,0.356047,0,0,5.02701,-0.0458773,0.336481
5.69,5,0,0.361283,0,0,5.02713,-0.0458359,0.341677
5.7,5,0,0.366519,0,0,5.02725,-0.0457954,0.346909
5.71,5,0,0.371755,0,0,5.02736,-0.0457556,0.352302
5.72,5,0,0.376991,0,0,5.02747,-0.0457141,0.357523
5.73,5,0,0.382227,0,0,5.02758,-0.0456707,0.362619
5.74,5,0,0.387463,0,0,5.0277,-0.0456254,0.367852
5.75,5,0,0.392699,0,0,5.02783,-0.0455756,0.373219
5.76,5,0,0.397935,0,0,5.02797,-0.0455232,0.378439
5.77,5,0,0.403171,0,0,5.0281,-0.0454711,0.383601
5.78,5,0,0.408407,0,0,5.02823,-0.0454187,0.388725
5.79,5,0,0.413643,0,0,5.02836,-0.0453663,0.39408
5.8,5,0,0.418879,0,0,5.02848,-0.0453147,0.399375
5.81,5,0,0.424115,0,0,5.02861,-0.0452599,0.404723
5.82,5,0,0.429351,0,0,5.02874,-0.0452061,0.409891
5.83,5,0,0.434587,0,0,5.02885,-0.0451559,0.415065
5.84,5,0,0.439823,0,0,5.02896,-0.0451066,0.420189
5.85,5,0,0.445059,0,0,5.02908,-0.0450534,0.425347
5.86,5,0,0.450295,0,0,5.02922,-0.0449896,0.430739
5.87,5,0,0.455531,0,0,5.02935,-0.0449309,0.436007
5.88,5,0,0.460767,0,0,5.02947,-0.0448734,0.441211
5.89,5,0,0.466003,0,0,5.02958,-0.0448214,0.446557
5.9,5,0,0.471239,0,0,5.0297,-0.0447653,0.451853
5.91,5,0,0.476475,0,0,5.02983,-0.0447003,0.457097
5.92,5,0,0.481711,0,0,5.02996,-0.0446377,0.462261
5.93,5,0,0.486947,0,0,5.03008,-0.0445781,0.46765
5.94,5,0,0.492183,0,0,5.0302,-0.0445164,0.472872
5.95,5,0,0.497419,0,0,5.03032,-0.0444571,0.478208
5.96,5,0,0.502655,0,0,5.03044,-0.0443935,0.483502
5.97,5,0,0.507891,0,0,5.03056,-0.044334,0.488774
5.98,5,0,0.513127,0,0,5.03066,-0.044278,0.494042
5.99,5,0,0.518363,0,0,5.03076,-0.0442267,0.499303
6,5,0,0.523599,0,0,5.03085,-0.044175,0.504723
6.01,5,0,0.528835,0,0,5.03096,-0.0441131,0.509888
6.02,5,0,0.534071,0,0,5.03107,-0.0440515,0.515155
6.03,5,0,0.539307,0,0,5.03119,-0.0439872,0.52066
6.04,5,0,0.544543,0,0,5.03129,-0.0439295,0.525916
6.05,5,0,0.549779,0,0,5.03139,-0.0438695,0.531308
6.06,5,0,0.555015,0,0,5.03149,-0.043812,0.536542
6.07,5,0,0.560251,0,0,5.03159,-0.0437546,0.541766
6.08,5,0,0.565487,0,0,5.03169,-0.043691,0.547158
6.09,5,0,0.570723,0,0,5.03179,-0.0436291,0.552391
6.1,5,0,0.575959,0,0,5.03188,-0.0435754,0.55782
6.11,5,0,0.581195,0,0,5.03197,-0.0435221,0.563204
6.12,5,0,0.586431,0,0,5.03205,-0.043469,0.568645
6.13,5,0,0.591667,0,0,5.03214,-0.0434093,0.573865
6.14,5,0,0.596903,0,0,5.03223,-0.0433497,0.579108
6.15,5,0,0.602139,0,0,5.03233,-0.0432887,0.584338
6.16,5,0,0.607375,0,0,5.03243,-0.0432228,0.589552
6.17,5,0,0.612611,0,0,5.03253,-0.043152,0.594736
6.18,5,0,0.617847,0,0,5.03263,-0.0430841,0.599994
6.19,5,0,0.623083,0,0,5.03274,-0.0430148,0.605235
6.2,5,0,0.628319,0,0,5.03282,-0.0429566,0.6105
6.21,5,0,0.633555,0,0,5.03289,-0.0429039,0.615661
6.22,5,0,0.638791,0,0,5.03298,-0.0428434,0.620949
6.23,5,0,0.644026,0,0,5.03306,-0.0427852,0.625972
6.24,5,0,0.649262,0,0,5.03313,-0.0427381,0.631196
6.25,5,0,0.654498,0,0,5.0332,-0.0426843,0.636456
6.26,5,0,0.659734,0,0,5.03328,-0.0426224,0.641644
6.27,5,0,0.66497,0,0,5.03335,-0.0425697,0.646955
6.28,5,0,0.670206,0,0,5.03343,-0.0425129,0.652331
6.29,5,0,0.675442,0,0,5.03352,-0.0424474,0.657594
6.3,5,0,0.680678,0,0,5.03361,-0.0423744,0.663128
6.31,5,0,0.685914,0,0,5.03371,-0.0422957,0.668318
6.32,5,0,0.69115,0,0,5.03381,-0.042217,0.673628
6.33,5,0,0.696386,0,0,5.0339,-0.042149,0.678911
6.34,5,0,0.701622,0,0,5.03397,-0.0420868,0.684218
6.35,5,0,0.706858,0,0,5.03404,-0.0420287,0.689598
6.36,5,0,0.712094,0,0,5.03412,-0.0419686,0.694881
6.37,5,0,0.71733,0,0,5.03418,-0.0419158,0.700255
6.38,5,0,0.722566,0,0,5.03424,-0.041867,0.705622
6.39,5,0,0.727802,0,0,5.03429,-0.0418191,0.71102
6.4,5,0,0.733038,0,0,5.03435,-0.0417692,0.71628
6.41,5,0,0.738274,0,0,5.0344,-0.0417256,0.721321
6.42,5,0,0.74351,0,0,5.03445,-0.0416839,0.72655
6.43,5,0,0.748746,0,0,5.03449,-0.0416489,0.731821
6.44,5,0,0.753982,0,0,5.03453,-0.0416107,0.736993
6.45,5,0,0.759218,0,0,5.03457,-0.0415792,0.742327
6.46,5,0,0.764454,0,0,5.03459,-0.0415536,0.747488
6.47,5,0,0.76969,0,0,5.03461,-0.0415353,0.752781
6.48,5,0,0.774926,0,0,5.03464,-0.0415077,0.757891
6.49,5,0,0.780162,0,0,5.03467,-0.0414785,0.762822
6.5,5,0,0.785398,0,0,5.03469,-0.0414588,0.767985
6.51,5,0,0.790634,0,0,5.03471,-0.041446,0.773085
6.52,5,0,0.79587,0,0,5.0347,-0.0414504,0.77825
6.53,5,0,0.801106,0,0,5.0347,-0.0414492,0.783479
6.54,5,0,0.806342,0,0,5.0347,-0.0414503,0.788752
6.55,5,0,0.811578,0,0,5.0347,-0.0414491,0.794038
6.56,5,0,0.816814,0,0,5.0347,-0.0414579,0.799276
6.57,5,0,0.82205,0,0,5.03469,-0.0414675,0.804612
6.58,5,0,0.827286,0,0,5.03468,-0.0414735,0.809836
6.59,5,0,0.832522,0,0,5.03467,-0.04148,0.815064
6.6,5,0,0.837758,0,0,5.03467,-0.0414812,0.820275
6.61,5,0,0.842994,0,0,5.03467,-0.0414799,0.825474
6.62,5,0,0.84823,0,0,5.03468,-0.0414715,0.830702
6.63,5,0,0.853466,0,0,5.03469,-0.0414653,0.835962
6.64,5,0,0.858702,0,0,5.03469,-0.0414581,0.841223
6.65,5,0,0.863938,0,0,5.0347,-0.041447,0.846535
6.66,5,0,0.869174,0,0,5.0347,-0.0414509,0.851739
6.67,5,0,0.87441,0,0,5.0347,-0.0414501,0.856994
6.68,5,0,0.879646,0,0,5.03471,-0.0414418,0.86235
6.69,5,0,0.884882,0,0,5.03471,-0.0414412,0.867663
6.7,5,0,0.890118,0,0,5.03471,-0.0414447,0.873071
6.71,5,0,0.895354,0,0,5.03471,-0.0414449,0.878342
6.72,5,0,0.90059,0,0,5.0347,-0.0414551,0.883656
6.73,5,0,0.905826,0,0,5.0347,-0.0414576,0.888854
6.74,5,0,0.911062,0,0,5.0347,-0.0414531,0.894159
6.75,5,0,0.916298,0,0,5.03472,-0.0414313,0.899403
6.76,5,0,0.921534,0,0,5.03473,-0.0414144,0.904749
6.77,5,0,0.92677,0,0,5.03474,-0.0414037,0.910017
6.78,5,0,0.932006,0,0,5.03476,-0.0413781,0.915237
6.79,5,0,0.937242,0,0,5.03478,-0.0413514,0.92045
6.8,5,0,0.942478,0,0,5.0348,-0.041327,0.925619
6.81,5,0,0.947714,0,0,5.03482,-0.0412958,0.930993
6.82,5,0,0.95295,0,0,5.03484,-0.0412748,0.936188
6.83,5,0,0.958186,0,0,5.03485,-0.0412627,0.941386
6.84,5,0,0.963422,0,0,5.03485,-0.0412508,0.946643
6.85,5,0,0.968658,0,0,5.03486,-0.0412497,0.951872
6.86,5,0,0.973894,0,0,5.03484,-0.0412641,0.957078
6.87,5,0,0.97913,0,0,5.03483,-0.0412857,0.962171
6.88,5,0,0.984366,0,0,5.03481,-0.0413103,0.967378
6.89,5,0,0.989602,0,0,5.03479,-0.0413428,0.972612
6.9,5,0,0.994838,0,0,5.03477,-0.0413766,0.9777
6.91,5,0,1.00007,0,0,5.03475,-0.0414029,0.982817
6.92,5,0,1.00531,0,0,5.03473,-0.0414383,0.987997
6.93,5,0,1.01055,0,0,5.0347,-0.0414703,0.993207
6.94,5,0,1.01578,0,0,5.03469,-0.0414901,0.998639
6.95,5,0,1.02102,0,0,5.03468,-0.0415046,1.004
6.96,5,0,1.02625,0,0,5.03468,-0.0415098,1.0091
6.97,5,0,1.03149,0,0,5.03467,-0.0415249,1.01426
6.98,5,0,1.03673,0,0,5.03467,-0.0415261,1.01957
6.99,5,0,1.04196,0,0,5.03467,-0.0415276,1.02484
7,5,0,1.0472,0,0,5.03466,-0.0415416,1.03021
7.01,5,0,1.05243,0,0,5.03466,-0.0415396,1.03548
7.02,5,0,1.05767,0,0,5.03465,-0.0415515,1.0406
7.03,5,0,1.06291,0,0,5.03465,-0.041565,1.04591
7.04,5,0,1.06814,0,0,5.03463,-0.0415878,1.05114
7.05,5,0,1.07338,0,0,5.03461,-0.0416221,1.05656
7.06,5,0,1.07861,0,0,5.0346,-0.0416532,1.06188
7.07,5,0,1.08385,0,0,5.03458,-0.0416818,1.06704
7.08,5,0,1.08909,0,0,5.03456,-0.0417099,1.07232
7.09,5,0,1.09432,0,0,5.03455,-0.0417373,1.0775
7.1,5,0,1.09956,0,0,5.03453,-0.0417713,1.08284
7.11,5,0,1.10479,0,0,5.03451,-0.0418046,1.08806
7.12,5,0,1.11003,0,0,5.03449,-0.0418419,1.0933
7.13,5,0,1.11527,0,0,5.03447,-0.0418896,1.09864
7.14,5,0,1.1205,0,0,5.03444,-0.0419445,1.10391
7.15,5,0,1.12574,0,0,5.03441,-0.0420124,1.10927
7.16,5,0,1.13097,0,0,5.03437,-0.0420765,1.11448
7.17,5,0,1.13621,0,0,5.03435,-0.0421283,1.11956
7.18,5,0,1.14145,0,0,5.03432,-0.0421874,1.12458
7.19,5,0,1.14668,0,0,5.03429,-0.0422508,1.12976
7.2,5,0,1.15192,0,0,5.03426,-0.0423242,1.13489
7.21,5,0,1.15715,0,0,5.03422,-0.0424016,1.1402
7.22,5,0,1.16239,0,0,5.03418,-0.0424789,1.1455
7.23,5,0,1.16763,0,0,5.03415,-0.04256,1.15072
7.24,5,0,1.17286,0,0,5.03411,-0.0426435,1.15587
