t,true_x,true_y,true_yaw,gps_x,gps_y,est_x,est_y,est_yaw
3.34,3.34,0,0,3.32142,0.00939357,3.29399,-0.0272695,-0.0257065
3.35,3.35,0,0,3.41328,0.023538,3.30354,-0.0275151,-0.0258145
3.36,3.36,0,0,3.35591,-0.048535,3.3131,-0.0277619,-0.0257297
3.37,3.37,0,0,3.36163,0.0308311,3.32265,-0.0280076,-0.0256614
3.38,3.38,0,0,3.33568,0.00773283,3.3322,-0.0282529,-0.0256291
3.39,3.39,0,0,3.3859,0.0326951,3.34177,-0.0284981,-0.0257103
3.4,3.4,0,0,3.35305,-0.0065158,3.35248,-0.0139058,-0.0122174
3.41,3.41,0,0,3.41679,0.0128237,3.36205,-0.0140227,-0.0121966
3.42,3.42,0,0,3.39389,-0.00641136,3.37161,-0.0141393,-0.0120993
3.43,3.43,0,0,3.43569,0.0270483,3.38118,-0.0142551,-0.0119366
3.44,3.44,0,0,3.44623,0.0317982,3.39075,-0.0143693,-0.0120393
3.45,3.45,0,0,3.47214,0.00332668,3.40032,-0.0144845,-0.0119918
3.46,3.46,0,0,3.45494,0.00598464,3.40988,-0.0145992,-0.0120502
3.47,3.47,0,0,3.46444,-0.0522321,3.41945,-0.0147145,-0.0120325
3.48,3.48,0,0,3.45011,-0.0018463,3.42903,-0.0148298,-0.0120623
3.49,3.49,0,0,3.53865,-0.0186488,3.4386,-0.0149453,-0.0121933
3.5,3.5,0,0,3.51944,0.0226756,3.49587,0.0101164,0.0108425
3.51,3.51,0,0,3.58402,-0.0297707,3.50589,0.010225,0.0108094
3.52,3.52,0,0,3.52895,-0.0190472,3.51591,0.0103334,0.0109588
3.53,3.53,0,0,3.50423,0.0358601,3.52594,0.0104432,0.0110413
3.54,3.54,0,0,3.53673,-0.0146579,3.53597,0.010554,0.0110797
3.55,3.55,0,0,3.52711,0.00407262,3.54599,0.0106651,0.011011
3.56,3.56,0,0,3.52381,-0.0384081,3.55601,0.0107754,0.0108841
3.57,3.57,0,0,3.62647,0.0235894,3.56604,0.0108845,0.0110786
3.58,3.58,0,0,3.59114,0.0345972,3.57607,0.0109957,0.0112757
3.59,3.59,0,0,3.5714,0.0722213,3.58611,0.0111089,0.0112928
3.6,3.6,0,0,3.60563,-0.0478115,3.60249,-0.0282737,-0.0248367
3.61,3.61,0,0,3.62987,-0.0259868,3.6126,-0.0285247,-0.0248012
3.62,3.62,0,0,3.6471,0.00181826,3.6227,-0.0287753,-0.0247115
3.63,3.63,0,0,3.60884,0.00186947,3.63281,-0.0290252,-0.0247992
3.64,3.64,0,0,3.58933,-0.0215796,3.64292,-0.0292761,-0.0247185
3.65,3.65,0,0,3.65845,0.0470502,3.65304,-0.0295262,-0.0246955
3.66,3.66,0,0,3.68861,-0.00134294,3.66317,-0.0297764,-0.0246741
3.67,3.67,0,0,3.7185,-0.0329611,3.6733,-0.0300264,-0.0246519
3.68,3.68,0,0,3.68093,0.0187057,3.6834,-0.0302755,-0.024654
3.69,3.69,0,0,3.6649,0.0474968,3.6935,-0.0305244,-0.024521
3.7,3.7,0,0,3.69277,-0.0463695,3.69635,-0.0412211,-0.0341615
3.71,3.71,0,0,3.69353,0.0380904,3.70638,-0.0415639,-0.0341251
3.72,3.72,0,0,3.70177,0.0228231,3.71641,-0.0419064,-0.0342558
3.73,3.73,0,0,3.7977,-0.0092227,3.72648,-0.0422513,-0.0344019
3.74,3.74,0,0,3.68479,0.0483051,3.73655,-0.042598,-0.0345463
3.75,3.75,0,0,3.80051,-0.0158136,3.74661,-0.0429458,-0.0344752
3.76,3.76,0,0,3.75346,-0.0333196,3.75668,-0.0432932,-0.0345206
3.77,3.77,0,0,3.7442,-0.0309004,3.76674,-0.0436405,-0.0344978
3.78,3.78,0,0,3.80031,-0.0109609,3.77679,-0.0439871,-0.0343577
3.79,3.79,0,0,3.82176,-0.0144113,3.78684,-0.0443326,-0.0342818
3.8,3.8,0,0,3.85008,0.0730323,3.83249,0.0341773,0.039297
3.81,3.81,0,0,3.79254,-0.0176412,3.84285,0.0345847,0.0392154
3.82,3.82,0,0,3.84436,0.0401349,3.85321,0.0349911,0.0391214
3.83,3.83,0,0,3.81288,0.0220265,3.86357,0.0353968,0.0391471
3.84,3.84,0,0,3.84762,0.047068,3.87392,0.0358022,0.0391025
3.85,3.85,0,0,3.79755,0.00399281,3.88429,0.0362077,0.0390527
3.86,3.86,0,0,3.83227,0.00990501,3.89466,0.0366129,0.0390411
3.87,3.87,0,0,3.86854,0.0134584,3.90502,0.0370176,0.0390983
3.88,3.88,0,0,3.86895,-0.0137919,3.91537,0.0374227,0.0391955
3.89,3.89,0,0,3.86872,0.0562852,3.92573,0.0378288,0.039154
3.9,3.9,0,0,3.92382,-0.00660764,3.92788,0.00814431,0.0109188
3.91,3.91,0,0,3.91395,-0.0269658,3.93819,0.00825686,0.0109587
3.92,3.92,0,0,3.86665,-0.0196484,3.94852,0.00837008,0.011155
3.93,3.93,0,0,3.96162,0.0448075,3.95885,0.00848533,0.0111815
3.94,3.94,0,0,3.95278,-0.00549574,3.96918,0.00860076,0.0111848
3.95,3.95,0,0,3.94836,-0.00719697,3.9795,0.00871617,0.0111462
3.96,3.96,0,0,3.96794,0.0284436,3.98981,0.00883116,0.0112188
3.97,3.97,0,0,3.95469,0.00635249,4.00012,0.00894687,0.0111585
3.98,3.98,0,0,4.00014,0.0198427,4.01043,0.00906187,0.0111923
3.99,3.99,0,0,3.99339,-0.0281798,4.02074,0.00917727,0.0111878
4,4,0,0,4.00289,-0.0433167,4.01221,-0.0260118,-0.0215077
4.01,4.01,0,0,0,0,4.02236,-0.0262301,-0.0214964
4.02,4.02,0,0,0,0,4.0325,-0.0264482,-0.0214514
4.03,4.03,0,0,0,0,4.04266,-0.0266662,-0.0215124
4.04,4.04,0,0,0,0,4.05284,-0.0268852,-0.0214336
4.05,4.05,0,0,0,0,4.063,-0.027103,-0.0212167
4.06,4.06,0,0,0,0,4.07315,-0.0273182,-0.0211949
4.07,4.07,0,0,0,0,4.08328,-0.027533,-0.0211402
4.08,4.08,0,0,0,0,4.0934,-0.027747,-0.0211492
4.09,4.09,0,0,0,0,4.10352,-0.0279611,-0.0210701
4.1,4.1,0,0,0,0,4.11364,-0.0281743,-0.0209922
4.11,4.11,0,0,0,0,4.12374,-0.0283864,-0.0208647
4.12,4.12,0,0,0,0,4.13385,-0.0285973,-0.0207194
4.13,4.13,0,0,0,0,4.14396,-0.0288069,-0.0206066
4.14,4.14,0,0,0,0,4.15407,-0.0290151,-0.0207864
4.15,4.15,0,0,0,0,4.16415,-0.0292248,-0.0206523
4.16,4.16,0,0,0,0,4.17424,-0.0294331,-0.0208867
4.17,4.17,0,0,0,0,4.18432,-0.0296439,-0.02113
4.18,4.18,0,0,0,0,4.1944,-0.0298567,-0.0211591
4.19,4.19,0,0,0,0,4.20446,-0.0300698,-0.0210169
4.2,4.2,0,0,0,0,4.21453,-0.0302814,-0.0208829
4.21,4.21,0,0,0,0,4.22459,-0.0304916,-0.0207363
4.22,4.22,0,0,0,0,4.23464,-0.0307,-0.0206866
4.23,4.23,0,0,0,0,4.24469,-0.0309078,-0.0206811
4.24,4.24,0,0,0,0,4.25474,-0.0311157,-0.0206893
4.25,4.25,0,0,0,0,4.2648,-0.0313238,-0.0205869
4.26,4.26,0,0,0,0,4.27485,-0.0315309,-0.020501
4.27,4.27,0,0,0,0,4.28491,-0.031737,-0.0204772
4.28,4.28,0,0,0,0,4.29496,-0.031943,-0.0205253
4.29,4.29,0,0,0,0,4.30501,-0.0321491,-0.0205937
4.3,4.3,0,0,0,0,4.31504,-0.0323558,-0.0204819
4.31,4.31,0,0,0,0,4.32508,-0.0325614,-0.0203929
4.32,4.32,0,0,0,0,4.33508,-0.0327655,-0.0204919
4.33,4.33,0,0,0,0,4.34506,-0.03297,-0.0205245
4.34,4.34,0,0,0,0,4.35506,-0.0331752,-0.0204989
4.35,4.35,0,0,0,0,4.36504,-0.0333798,-0.0206696
4.36,4.36,0,0,0,0,4.37502,-0.0335862,-0.0207497
4.37,4.37,0,0,0,0,4.385,-0.0337933,-0.0208435
4.38,4.38,0,0,0,0,4.39497,-0.034001,-0.0209586
4.39,4.39,0,0,0,0,4.40493,-0.0342099,-0.0209272
4.4,4.4,0,0,0,0,4.41489,-0.0344183,-0.0207458
4.41,4.41,0,0,0,0,4.42485,-0.0346249,-0.0209315
4.42,4.42,0,0,0,0,4.43481,-0.0348334,-0.0208912
4.43,4.43,0,0,0,0,4.44477,-0.0350416,-0.0208856
4.44,4.44,0,0,0,0,4.45474,-0.0352498,-0.0207645
4.45,4.45,0,0,0,0,4.46471,-0.0354569,-0.0206666
4.46,4.46,0,0,0,0,4.47469,-0.0356632,-0.0207493
4.47,4.47,0,0,0,0,4.48468,-0.0358704,-0.0206554
4.48,4.48,0,0,0,0,4.49466,-0.0360767,-0.0206711
4.49,4.49,0,0,0,0,4.50465,-0.0362833,-0.0206567
4.5,4.5,0,0,0,0,4.51465,-0.0364898,-0.0206691
4.51,4.51,0,0,0,0,4.52464,-0.0366964,-0.0207212
4.52,4.52,0,0,0,0,4.53463,-0.0369035,-0.0205972
4.53,4.53,0,0,0,0,4.54463,-0.0371094,-0.02059
4.54,4.54,0,0,0,0,4.55463,-0.0373152,-0.0206125
4.55,4.55,0,0,0,0,4.56461,-0.037521,-0.0207456
4.56,4.56,0,0,0,0,4.57459,-0.037728,-0.0206743
4.57,4.57,0,0,0,0,4.58458,-0.0379346,-0.0208067
4.58,4.58,0,0,0,0,4.59458,-0.0381428,-0.0210216
4.59,4.59,0,0,0,0,4.6046,-0.0383534,-0.0209381
4.6,4.6,0,0,0,0,4.6146,-0.0385629,-0.0207996
4.61,4.61,0,0,0,0,4.62461,-0.038771,-0.0209388
4.62,4.62,0,0,0,0,4.63461,-0.0389806,-0.0208155
4.63,4.63,0,0,0,0,4.64464,-0.0391893,-0.020873
4.64,4.64,0,0,0,0,4.65466,-0.0393986,-0.0209895
4.65,4.65,0,0,0,0,4.66471,-0.0396094,-0.0208401
4.66,4.66,0,0,0,0,4.67476,-0.0398189,-0.0208401
4.67,4.67,0,0,0,0,4.68483,-0.0400289,-0.0207829
4.68,4.68,0,0,0,0,4.69491,-0.0402385,-0.0207668
4.69,4.69,0,0,0,0,4.70501,-0.0404481,-0.0207127
4.7,4.7,0,0,0,0,4.71511,-0.0406573,-0.0206254
4.71,4.71,0,0,0,0,4.72519,-0.0408653,-0.0206461
4.72,4.72,0,0,0,0,4.73527,-0.0410735,-0.02053
4.73,4.73,0,0,0,0,4.74534,-0.0412803,-0.0205568
4.74,4.74,0,0,0,0,4.75543,-0.0414877,-0.0206235
4.75,4.75,0,0,0,0,4.76553,-0.0416959,-0.0205288
4.76,4.76,0,0,0,0,4.77562,-0.0419031,-0.0205417
4.77,4.77,0,0,0,0,4.78571,-0.0421105,-0.0205416
4.78,4.78,0,0,0,0,4.7958,-0.0423178,-0.0205875
4.79,4.79,0,0,0,0,4.80589,-0.0425254,-0.0206203
4.8,4.8,0,0,0,0,4.81597,-0.0427333,-0.020547
4.81,4.81,0,0,0,0,4.82605,-0.0429404,-0.0206014
4.82,4.82,0,0,0,0,4.83613,-0.0431482,-0.0207016
4.83,4.83,0,0,0,0,4.84619,-0.0433566,-0.0208343
4.84,4.84,0,0,0,0,4.85623,-0.0435658,-0.0209615
4.85,4.85,0,0,0,0,4.86628,-0.0437764,-0.0209591
4.86,4.86,0,0,0,0,4.87632,-0.0439869,-0.0208447
4.87,4.87,0,0,0,0,4.88637,-0.0441963,-0.0208841
4.88,4.88,0,0,0,0,4.89641,-0.044406,-0.0207467
4.89,4.89,0,0,0,0,4.90644,-0.0446143,-0.0208617
4.9,4.9,0,0,0,0,4.91648,-0.0448237,-0.0207786
4.91,4.91,0,0,0,0,4.92651,-0.0450322,-0.0207451
4.92,4.92,0,0,0,0,4.93656,-0.0452407,-0.0206576
4.93,4.93,0,0,0,0,4.94662,-0.0454485,-0.0207528
4.94,4.94,0,0,0,0,4.95669,-0.0456575,-0.0207879
4.95,4.95,0,0,0,0,4.96677,-0.045867,-0.0206126
4.96,4.96,0,0,0,0,4.97684,-0.0460746,-0.020565
4.97,4.97,0,0,0,0,4.98693,-0.0462821,-0.0206528
4.98,4.98,0,0,0,0,4.99703,-0.0464908,-0.0206137
4.99,4.99,0,0,0,0,5.00712,-0.0466989,-0.0206044
5,5,0,0,0,0,5.01721,-0.0469069,-0.0206422
5.01,5,0,0.00523599,0,0,5.01729,-0.0469085,-0.015525
5.02,5,0,0.010472,0,0,5.01737,-0.0469097,-0.0103981
5.03,5,0,0.015708,0,0,5.01745,-0.0469105,-0.00515852
5.04,5,0,0.020944,0,0,5.01754,-0.046911,1.6197e-05
5.05,5,0,0.0261799,0,0,5.01763,-0.046911,0.00515525
5.06,5,0,0.0314159,0,0,5.0177,-0.0469106,0.0104624
5.07,5,0,0.0366519,0,0,5.01776,-0.04691,0.0159098
5.08,5,0,0.0418879,0,0,5.01782,-0.0469091,0.0212894
5.09,5,0,0.0471239,0,0,5.01788,-0.0469077,0.0264688
5.1,5,0,0.0523599,0,0,5.01795,-0.046906,0.031851
5.11,5,0,0.0575959,0,0,5.01801,-0.046904,0.0372007
5.12,5,0,0.0628319,0,0,5.01807,-0.0469016,0.0424291
5.13,5,0,0.0680678,0,0,5.01814,-0.0468988,0.0477621
5.14,5,0,0.0733038,0,0,5.01822,-0.0468951,0.052958
5.15,5,0,0.0785398,0,0,5.0183,-0.0468907,0.0583738
5.16,5,0,0.0837758,0,0,5.0184,-0.046885,0.0636817
5.17,5,0,0.0890118,0,0,5.01849,-0.0468789,0.0688853
5.18,5,0,0.0942478,0,0,5.01857,-0.0468732,0.0741662
5.19,5,0,0.0994838,0,0,5.01866,-0.0468666,0.0794396
5.2,5,0,0.10472,0,0,5.01876,-0.0468588,0.084848
5.21,5,0,0.109956,0,0,5.01886,-0.0468502,0.090123
5.22,5,0,0.115192,0,0,5.01898,-0.0468393,0.0953521
5.23,5,0,0.120428,0,0,5.0191,-0.0468281,0.100813
5.24,5,0,0.125664,0,0,5.0192,-0.0468177,0.106152
5.25,5,0,0.1309,0,0,5.0193,-0.0468072,0.111206
5.26,5,0,0.136136,0,0,5.01941,-0.0467952,0.116621
5.27,5,0,0.141372,0,0,5.01952,-0.0467824,0.121738
5.28,5,0,0.146608,0,0,5.01963,-0.0467692,0.127062
5.29,5,0,0.151844,0,0,5.01973,-0.0467565,0.132307
5.3,5,0,0.15708,0,0,5.01981,-0.0467446,0.137441
5.31,5,0,0.162316,0,0,5.01989,-0.0467337,0.142755
5.32,5,0,0.167552,0,0,5.01997,-0.0467221,0.148266
5.33,5,0,0.172788,0,0,5.02005,-0.0467108,0.153322
5.34,5,0,0.178024,0,0,5.02012,-0.0467004,0.158388
5.35,5,0,0.18326,0,0,5.02018,-0.0466902,0.163566
5.36,5,0,0.188496,0,0,5.02023,-0.0466819,0.168805
5.37,5,0,0.193732,0,0,5.02027,-0.046675,0.174159
5.38,5,0,0.198968,0,0,5.02032,-0.0466673,0.17949
5.39,5,0,0.204204,0,0,5.02035,-0.0466606,0.184713
5.4,5,0,0.20944,0,0,5.0204,-0.0466521,0.189873
5.41,5,0,0.214675,0,0,5.02044,-0.0466448,0.195233
5.42,5,0,0.219911,0,0,5.02049,-0.0466341,0.200447
5.43,5,0,0.225147,0,0,5.02055,-0.0466226,0.205731
5.44,5,0,0.230383,0,0,5.02061,-0.04661,0.210915
5.45,5,0,0.235619,0,0,5.02065,-0.0466009,0.216311
5.46,5,0,0.240855,0,0,5.02068,-0.0465934,0.221589
5.47,5,0,0.246091,0,0,5.02071,-0.0465874,0.227014
5.48,5,0,0.251327,0,0,5.02074,-0.0465815,0.232243
5.49,5,0,0.256563,0,0,5.02076,-0.0465759,0.237439
5.5,5,0,0.261799,0,0,5.02079,-0.0465694,0.242676
5.51,5,0,0.267035,0,0,5.02082,-0.0465603,0.247968
5.52,5,0,0.272271,0,0,5.02087,-0.0465493,0.253307
5.53,5,0,0.277507,0,0,5.02092,-0.0465345,0.258531
5.54,5,0,0.282743,0,0,5.02097,-0.0465232,0.263803
5.55,5,0,0.287979,0,0,5.02101,-0.0465106,0.268983
5.56,5,0,0.293215,0,0,5.02106,-0.046499,0.274286
5.57,5,0,0.298451,0,0,5.0211,-0.0464863,0.279516
5.58,5,0,0.303687,0,0,5.02113,-0.0464769,0.284803
5.59,5,0,0.308923,0,0,5.02117,-0.0464651,0.290131
5.6,5,0,0.314159,0,0,5.02121,-0.0464535,0.295312
5.61,5,0,0.319395,0,0,5.02124,-0.0464447,0.300488
5.62,5,0,0.324631,0,0,5.02128,-0.0464341,0.305726
5.63,5,0,0.329867,0,0,5.02131,-0.046423,0.310825
5.64,5,0,0.335103,0,0,5.02135,-0.0464093,0.315977
5.65,5,0,0.340339,0,0,5.02141,-0.0463903,0.321201
5.66,5,0,0.345575,0,0,5.02146,-0.0463736,0.326392
5.67,5,0,0.350811,0,0,5.02151,-0.0463579,0.331598
5.68,5,0,0.356047,0,0,5.02155,-0.0463426,0.336794
5.69,5,0,0.361283,0,0,5.0216,-0.0463269,0.34199
5.7,5,0,0.366519,0,0,5.02164,-0.0463124,0.347221
5.71,5,0,0.371755,0,0,5.02167,-0.0462991,0.352615
5.72,5,0,0.376991,0,0,5.02171,-0.0462844,0.357835
5.73,5,0,0.382227,0,0,5.02176,-0.0462682,0.362932
5.74,5,0,0.387463,0,0,5.02181,-0.0462504,0.368165
5.75,5,0,0.392699,0,0,5.02186,-0.0462285,0.373532
5.76,5,0,0.397935,0,0,5.02192,-0.0462043,0.378752
5.77,5,0,0.403171,0,0,5.02198,-0.0461808,0.383914
5.78,5,0,0.408407,0,0,5.02204,-0.0461574,0.389038
5.79,5,0,0.413643,0,0,5.0221,-0.0461343,0.394393
5.8,5,0,0.418879,0,0,5.02215,-0.0461125,0.399687
5.81,5,0,0.424115,0,0,5.02221,-0.0460878,0.405036
5.82,5,0,0.429351,0,0,5.02226,-0.0460645,0.410204
5.83,5,0,0.434587,0,0,5.02231,-0.0460452,0.415378
5.84,5,0,0.439823,0,0,5.02235,-0.0460272,0.420502
5.85,5,0,0.445059,0,0,5.0224,-0.0460056,0.42566
5.86,5,0,0.450295,0,0,5.02247,-0.0459737,0.431052
5.87,5,0,0.455531,0,0,5.02252,-0.0459473,0.43632
5.88,5,0,0.460767,0,0,5.02258,-0.0459225,0.441524
5.89,5,0,0.466003,0,0,5.02262,-0.0459036,0.44687
5.9,5,0,0.471239,0,0,5.02266,-0.045881,0.452166
5.91,5,0,0.476475,0,0,5.02273,-0.0458498,0.45741
5.92,5,0,0.481711,0,0,5.02279,-0.0458212,0.462574
5.93,5,0,0.486947,0,0,5.02284,-0.0457962,0.467963
5.94,5,0,0.492183,0,0,5.02289,-0.0457693,0.473184
5.95,5,0,0.497419,0,0,5.02294,-0.0457453,0.478521
5.96,5,0,0.502655,0,0,5.02299,-0.0457173,0.483815
5.97,5,0,0.507891,0,0,5.02304,-0.0456938,0.489087
5.98,5,0,0.513127,0,0,5.02307,-0.0456743,0.494355
5.99,5,0,0.518363,0,0,5.0231,-0.0456598,0.499616
6,5,0,0.523599,0,0,5.02313,-0.0456454,0.505036
6.01,5,0,0.528835,0,0,5.02317,-0.0456209,0.510201
6.02,5,0,0.534071,0,0,5.02321,-0.0455972,0.515467
6.03,5,0,0.539307,0,0,5.02326,-0.0455709,0.520972
6.04,5,0,0.544543,0,0,5.02329,-0.0455519,0.526229
6.05,5,0,0.549779,0,0,5.02333,-0.0455309,0.531621
6.06,5,0,0.555015,0,0,5.02336,-0.0455127,0.536855
6.07,5,0,0.560251,0,0,5.02339,-0.045495,0.542079
6.08,5,0,0.565487,0,0,5.02343,-0.0454713,0.547471
6.09,5,0,0.570723,0,0,5.02346,-0.0454498,0.552704
6.1,5,0,0.575959,0,0,5.02348,-0.045437,0.558133
6.11,5,0,0.581195,0,0,5.0235,-0.0454248,0.563517
6.12,5,0,0.586431,0,0,5.02352,-0.0454134,0.568958
6.13,5,0,0.591667,0,0,5.02355,-0.0453954,0.574178
6.14,5,0,0.596903,0,0,5.02358,-0.0453781,0.579421
6.15,5,0,0.602139,0,0,5.0236,-0.0453595,0.584651
6.16,5,0,0.607375,0,0,5.02364,-0.0453364,0.589865
6.17,5,0,0.612611,0,0,5.02368,-0.0453086,0.595049
6.18,5,0,0.617847,0,0,5.02372,-0.0452841,0.600307
6.19,5,0,0.623083,0,0,5.02375,-0.0452585,0.605548
6.2,5,0,0.628319,0,0,5.02377,-0.0452445,0.610813
6.21,5,0,0.633555,0,0,5.02379,-0.0452365,0.615974
6.22,5,0,0.638791,0,0,5.02381,-0.045221,0.621261
6.23,5,0,0.644026,0,0,5.02383,-0.045208,0.626285
6.24,5,0,0.649262,0,0,5.02383,-0.0452066,0.631509
6.25,5,0,0.654498,0,0,5.02384,-0.0451988,0.636769
6.26,5,0,0.659734,0,0,5.02386,-0.0451832,0.641956
6.27,5,0,0.66497,0,0,5.02387,-0.0451771,0.647268
6.28,5,0,0.670206,0,0,5.02388,-0.0451672,0.652644
6.29,5,0,0.675442,0,0,5.0239,-0.0451488,0.657907
6.3,5,0,0.680678,0,0,5.02394,-0.0451231,0.663441
6.31,5,0,0.685914,0,0,5.02398,-0.045092,0.668631
6.32,5,0,0.69115,0,0,5.02402,-0.0450613,0.673941
6.33,5,0,0.696386,0,0,5.02404,-0.0450416,0.679224
6.34,5,0,0.701622,0,0,5.02406,-0.0450282,0.684531
6.35,5,0,0.706858,0,0,5.02407,-0.0450194,0.689911
6.36,5,0,0.712094,0,0,5.02408,-0.0450088,0.695194
6.37,5,0,0.71733,0,0,5.02409,-0.0450059,0.700568
6.38,5,0,0.722566,0,0,5.02408,-0.0450075,0.705935
6.39,5,0,0.727802,0,0,5.02408,-0.0450103,0.711333
6.4,5,0,0.733038,0,0,5.02408,-0.0450114,0.716593
6.41,5,0,0.738274,0,0,5.02407,-0.0450192,0.721634
6.42,5,0,0.74351,0,0,5.02406,-0.0450293,0.726863
6.43,5,0,0.748746,0,0,5.02404,-0.0450464,0.732134
6.44,5,0,0.753982,0,0,5.02402,-0.0450607,0.737306
6.45,5,0,0.759218,0,0,5.024,-0.0450821,0.742639
6.46,5,0,0.764454,0,0,5.02397,-0.0451097,0.747801
6.47,5,0,0.76969,0,0,5.02393,-0.045145,0.753094
6.48,5,0,0.774926,0,0,5.0239,-0.0451714,0.758204
6.49,5,0,0.780162,0,0,5.02388,-0.0451962,0.763135
6.5,5,0,0.785398,0,0,5.02384,-0.0452311,0.768298
6.51,5,0,0.790634,0,0,5.0238,-0.0452733,0.773398
6.52,5,0,0.79587,0,0,5.02374,-0.0453333,0.778563
6.53,5,0,0.801106,0,0,5.02368,-0.0453878,0.783792
6.54,5,0,0.806342,0,0,5.02362,-0.045445,0.789065
6.55,5,0,0.811578,0,0,5.02357,-0.0455003,0.794351
6.56,5,0,0.816814,0,0,5.0235,-0.0455659,0.799589
6.57,5,0,0.82205,0,0,5.02344,-0.0456327,0.804925
6.58,5,0,0.827286,0,0,5.02338,-0.045696,0.810149
6.59,5,0,0.832522,0,0,5.02332,-0.0457602,0.815377
6.6,5,0,0.837758,0,0,5.02326,-0.0458193,0.820588
6.61,5,0,0.842994,0,0,5.02321,-0.045876,0.825787
6.62,5,0,0.84823,0,0,5.02316,-0.0459259,0.831015
6.63,5,0,0.853466,0,0,5.02311,-0.0459783,0.836275
6.64,5,0,0.858702,0,0,5.02307,-0.04603,0.841536
6.65,5,0,0.863938,0,0,5.02302,-0.0460779,0.846848
6.66,5,0,0.869174,0,0,5.02297,-0.0461414,0.852052
6.67,5,0,0.87441,0,0,5.02292,-0.0462004,0.857307
6.68,5,0,0.879646,0,0,5.02287,-0.046252,0.862663
6.69,5,0,0.884882,0,0,5.02282,-0.0463117,0.867976
6.7,5,0,0.890118,0,0,5.02277,-0.046376,0.873384
6.71,5,0,0.895354,0,0,5.02272,-0.046437,0.878655
6.72,5,0,0.90059,0,0,5.02266,-0.0465087,0.883969
6.73,5,0,0.905826,0,0,5.0226,-0.0465726,0.889166
6.74,5,0,0.911062,0,0,5.02256,-0.0466297,0.894472
6.75,5,0,0.916298,0,0,5.02253,-0.0466694,0.899716
6.76,5,0,0.921534,0,0,5.02249,-0.0467144,0.905062
6.77,5,0,0.92677,0,0,5.02245,-0.046766,0.91033
6.78,5,0,0.932006,0,0,5.02242,-0.0468027,0.91555
6.79,5,0,0.937242,0,0,5.02239,-0.0468385,0.920763
6.8,5,0,0.942478,0,0,5.02236,-0.0468768,0.925932
6.81,5,0,0.947714,0,0,5.02234,-0.0469085,0.931306
6.82,5,0,0.95295,0,0,5.02231,-0.0469509,0.936501
6.83,5,0,0.958186,0,0,5.02227,-0.0470025,0.941699
6.84,5,0,0.963422,0,0,5.02223,-0.0470547,0.946956
6.85,5,0,0.968658,0,0,5.02219,-0.047118,0.952185
6.86,5,0,0.973894,0,0,5.02213,-0.0471974,0.957391
6.87,5,0,0.97913,0,0,5.02207,-0.0472844,0.962484
6.88,5,0,0.984366,0,0,5.02201,-0.0473747,0.967691
6.89,5,0,0.989602,0,0,5.02194,-0.0474734,0.972925
6.9,5,0,0.994838,0,0,5.02187,-0.0475735,0.978013
6.91,5,0,1.00007,0,0,5.02181,-0.0476662,0.98313
6.92,5,0,1.00531,0,0,5.02174,-0.0477685,0.98831
6.93,5,0,1.01055,0,0,5.02167,-0.0478675,0.99352
6.94,5,0,1.01578,0,0,5.02162,-0.0479543,0.998952
6.95,5,0,1.02102,0,0,5.02157,-0.0480359,1.00431
6.96,5,0,1.02625,0,0,5.02152,-0.0481082,1.00941
6.97,5,0,1.03149,0,0,5.02147,-0.0481909,1.01457
6.98,5,0,1.03673,0,0,5.02143,-0.0482597,1.01988
6.99,5,0,1.04196,0,0,5.02138,-0.0483288,1.02515
7,5,0,1.0472,0,0,5.02133,-0.048411,1.03052
7.01,5,0,1.05243,0,0,5.02129,-0.0484772,1.03579
7.02,5,0,1.05767,0,0,5.02125,-0.0485577,1.04092
7.03,5,0,1.06291,0,0,5.0212,-0.04864,1.04623
7.04,5,0,1.06814,0,0,5.02114,-0.0487321,1.05145
7.05,5,0,1.07338,0,0,5.02108,-0.0488361,1.05688
7.06,5,0,1.07861,0,0,5.02103,-0.0489371,1.06219
7.07,5,0,1.08385,0,0,5.02097,-0.0490356,1.06736
7.08,5,0,1.08909,0,0,5.02092,-0.049134,1.07263
7.09,5,0,1.09432,0,0,5.02087,-0.0492317,1.07781
7.1,5,0,1.09956,0,0,5.02081,-0.0493364,1.08316
7.11,5,0,1.10479,0,0,5.02075,-0.0494406,1.08838
7.12,5,0,1.11003,0,0,5.0207,-0.0495492,1.09362
7.13,5,0,1.11527,0,0,5.02064,-0.0496684,1.09895
7.14,5,0,1.1205,0,0,5.02057,-0.0497954,1.10423
7.15,5,0,1.12574,0,0,5.0205,-0.0499356,1.10958
7.16,5,0,1.13097,0,0,5.02043,-0.0500723,1.1148
7.17,5,0,1.13621,0,0,5.02037,-0.0501965,1.11987
7.18,5,0,1.14145,0,0,5.02031,-0.0503284,1.12489
7.19,5,0,1.14668,0,0,5.02024,-0.0504649,1.13007
7.2,5,0,1.15192,0,0,5.02017,-0.0506118,1.13521
7.21,5,0,1.15715,0,0,5.0201,-0.0507629,1.14052
7.22,5,0,1.16239,0,0,5.02003,-0.0509141,1.14581
7.23,5,0,1.16763,0,0,5.01996,-0.0510693,1.15103
7.24,5,0,1.17286,0,0,5.01989,-0.0512272,1.15619
7.25,5,0,1.1781,0,0,5.01981,-0.0514098,1.1613
7.26,5,0,1.18333,0,0,5.01972,-0.0516153,1.16647
